epoch,loss,returns,fireworks,lives,epi_length,num_epis,batch_size,illegal_moves,prob0
43000,-0.657588041799013,0.0,2.2460066987318044,0.0,5.604796493894974,89.94186046511628,503.6279069767442,0.0,0.0
43100,-0.6562275710701942,0.0,2.2209865598626104,0.0,5.718085612002174,88.24,503.75,0.0,0.0
43200,-0.7481551462411881,-0.00251661918328585,2.199802189615154,0.0,6.228393856446664,81.1,504.06,0.02,0.0
43300,-0.4844626016914845,-0.0013513513513513514,2.096999168739749,0.0,5.638553387428951,89.9,504.11,0.01,0.0
43400,-0.367206701785326,0.0,1.9724902208464767,0.0,5.295013515610558,95.13,503.21,0.0,0.0
43500,-0.42951366916298866,0.0,1.9163290710261587,0.0,5.394973537343464,93.48,503.63,0.0,0.0
43600,-0.37144301772117616,-0.0010416666666666667,1.764884686291642,0.0,5.311382793641939,94.88,503.38,0.01,0.0
43700,-0.3569497512280941,0.0,1.790569615934638,0.0,5.291683480414502,95.31,503.47,0.0,0.0
43800,-0.3789040969312191,-0.001176470588235294,1.71575582769115,0.0,5.503877203982032,91.63,503.27,0.01,0.0
43900,-0.25916537128388883,0.0,1.67590752380217,0.0,5.076863748165702,99.29,503.36,0.0,0.0
44000,-0.3018011051416397,-0.002150537634408602,1.753706794299639,0.0,5.209109009599376,96.73,503.16,0.02,0.0
44100,-0.23727577582001685,-0.00101010101010101,1.7934734792391955,0.0,5.095393116423784,98.91,503.46,0.01,0.0
44200,-0.23079363450407983,0.0,1.7979073830598546,0.0,5.095763236415351,98.88,503.41,0.0,0.0
44300,-0.31303125590085984,0.0,1.8202163019388848,0.0,5.333480050892635,94.55,503.62,0.0,0.0
44400,-0.43553226947784424,-0.0011235955056179774,1.9853795430309131,0.0,5.580871603559819,90.35,503.34,0.01,0.0
44500,-0.607422008216381,-0.016036137165661147,2.2200752457600195,0.0,5.955068218853602,85.13,504.02,0.12,0.0
44600,-0.5430718517303467,0.0,2.2646583399599014,0.0,5.6603184424659245,89.15,503.95,0.0,0.0
44700,-0.6226940813660622,0.0,2.2867126334524475,0.0,5.740985599424471,87.83,503.34,0.0,0.0
44800,-0.4607215389609337,-0.0010869565217391304,2.234547515459231,0.0,5.499099841275043,91.59,503.19,0.01,0.0
44900,-0.3412798702716827,0.0,2.193809457527488,0.0,5.352635745483765,94.2,503.69,0.0,0.0
45000,-0.39094182044267656,0.0,2.1758655815378223,0.0,5.417693784722774,93.15,503.85,0.0,0.0
45100,-0.6425002849102021,-0.00125,2.210314938784085,0.0,5.768639030211122,87.48,503.59,0.01,0.0
45200,-0.6406986305117607,-0.0024691358024691358,2.141458180985268,0.0,5.870693533003173,85.93,503.69,0.02,0.0
45300,-0.4874630844593048,0.0,2.0273859432900565,0.0,5.623392084240617,89.64,503.41,0.0,0.0
45400,-0.7219722831249237,0.0,2.020443562481411,0.0,5.689856883456449,88.72,503.87,0.0,0.0
45500,-0.7589454686641693,-0.003448275862068966,1.9025273912981593,0.0,5.62235041597587,89.78,503.83,0.03,0.0
45600,-0.652949138879776,-0.003560463776826184,2.0120755476025214,0.0,5.629329067212907,89.59,503.46,0.03,0.0
45700,-0.5298496824502945,0.0,2.0526186539611597,0.0,5.461612814015979,92.29,503.57,0.0,0.0
45800,-0.382747211009264,0.0,1.9967255797233348,0.0,5.40078721390116,93.31,503.43,0.0,0.0
45900,-0.32561140522360804,-0.0012195121951219512,1.915554764597977,0.0,5.557555560088568,90.86,503.44,0.01,0.0
