epoch,loss,returns,fireworks,lives,epi_length,num_epis,batch_size,illegal_moves,prob0
66100,0.0,0.0,1.2518389584811571,0.0,4.251838958481157,118.39622641509433,503.0,0.0,0.0
66200,0.0,0.0,1.244830964344265,0.0,4.244830964344265,118.6,503.02,0.0,0.0
66300,0.0,0.0,1.2465266210650063,0.0,4.246526621065007,118.52,502.84,0.0,0.0
66400,0.0,0.0,1.2450294793227765,0.0,4.245029479322778,118.57,502.98,0.0,0.0
66500,0.0,0.0,1.2735440587367843,0.0,4.2735440587367854,117.68,502.53,0.0,0.0
66600,0.0,0.0,1.2463017081593712,0.0,4.246301708159371,118.57,503.14,0.0,0.0
66700,0.0,0.0,1.266724200015451,0.0,4.266724200015451,117.89,502.61,0.0,0.0
66800,0.0,0.0,1.2524005065653088,0.0,4.252400506565308,118.25,502.41,0.0,0.0
66900,0.0,0.0,1.2540441068306531,0.0,4.254044106830653,118.24,502.68,0.0,0.0
67000,0.0,0.0,1.2532759355876792,0.0,4.25327593558768,118.34,502.96,0.0,0.0
67100,0.0,0.0,1.2529307705518906,0.0,4.252930770551891,118.26,502.54,0.0,0.0
67200,0.0,0.0,1.2467272082748284,0.0,4.246727208274828,118.54,503.04,0.0,0.0
67300,0.0,0.0,1.2544969133066843,0.0,4.254496913306684,118.26,502.83,0.0,0.0
67400,0.0,0.0,1.2484212832535906,0.0,4.248421283253591,118.5,503.02,0.0,0.0
67500,0.0,0.0,1.248842990012172,0.0,4.248842990012172,118.4,502.74,0.0,0.0
67600,0.0,0.0,1.2575838940138744,0.0,4.257583894013875,118.15,502.76,0.0,0.0
67700,0.0,0.0,1.258023151875109,0.0,4.258023151875109,118.17,502.75,0.0,0.0
67800,0.0,0.0,1.2645119765208177,0.0,4.264511976520818,118.06,503.08,0.0,0.0
67900,0.0,0.0,1.2681216084215357,0.0,4.268121608421535,117.9,502.79,0.0,0.0
68000,0.0,0.0,1.2350846837181484,0.0,4.2350846837181475,118.76,502.53,0.0,0.0
68100,0.0,0.0,1.263418509640733,0.0,4.263418509640734,118.09,503.06,0.0,0.0
68200,0.0,0.0,1.2562026721748294,0.0,4.256202672174829,118.18,502.72,0.0,0.0
68300,0.0,0.0,1.248908030975001,0.0,4.2489080309750005,118.39,502.7,0.0,0.0
68400,0.0,0.0,1.2500046162547573,0.0,4.250004616254757,118.44,502.99,0.0,0.0
68500,0.0,0.0,1.279477344858623,0.0,4.2794773448586225,117.55,502.71,0.0,0.0
68600,0.0,0.0,1.2562205759422098,0.0,4.256220575942209,118.32,503.25,0.0,0.0
68700,0.0,0.0,1.251983599913003,0.0,4.251983599913003,118.37,502.92,0.0,0.0
68800,0.0,0.0,1.2750677122480352,0.0,4.275067712248036,117.72,502.86,0.0,0.0
68900,0.0,0.0,1.2584394966122425,0.0,4.258439496612243,118.16,502.8,0.0,0.0
69000,0.0,0.0,1.2835554389490051,0.0,4.283555438949005,117.5,502.98,0.0,0.0
69100,0.0,0.0,1.2424361140480038,0.0,4.2424361140480045,118.59,502.75,0.0,0.0
69200,0.0,0.0,1.2499806573278627,0.0,4.249980657327864,118.38,502.81,0.0,0.0
69300,0.0,0.0,1.267463044118616,0.0,4.2674630441186165,117.89,502.76,0.0,0.0
69400,0.0,0.0,1.264239015689992,0.0,4.264239015689991,118.01,502.96,0.0,0.0
69500,0.0,0.0,1.2640050298841308,0.0,4.264005029884132,118.06,502.97,0.0,0.0
69600,0.0,0.0,1.2726219290068062,0.0,4.272621929006806,117.76,502.77,0.0,0.0
69700,0.0,0.0,1.2597206502138405,0.0,4.259720650213841,118.12,502.68,0.0,0.0
69800,0.0,0.0,1.2537259464312884,0.0,4.253725946431289,118.33,503.01,0.0,0.0
69900,0.0,0.0,1.2673830817247478,0.0,4.267383081724748,117.96,502.94,0.0,0.0
70000,0.0,0.0,1.2470979922279803,0.0,4.247097992227981,118.46,502.76,0.0,0.0
70100,0.0,0.0,1.2568863376023922,0.0,4.256886337602393,118.25,503.05,0.0,0.0
70200,0.0,0.0,1.232069869133472,0.0,4.232069869133473,118.84,502.61,0.0,0.0
70300,0.0,0.0,1.2566904005824182,0.0,4.256690400582419,118.19,502.69,0.0,0.0
70400,0.0,0.0,1.2744461352965715,0.0,4.274446135296571,117.66,502.59,0.0,0.0
70500,0.0,0.0,1.267406083117613,0.0,4.267406083117613,117.95,502.98,0.0,0.0
70600,0.0,0.0,1.2554563671035097,0.0,4.25545636710351,118.21,502.7,0.0,0.0
70700,0.0,0.0,1.2960365196878882,0.0,4.296036519687888,117.1,502.66,0.0,0.0
70800,0.0,0.0,1.2630141101408074,0.0,4.263014110140808,118.06,502.93,0.0,0.0
70900,0.0,0.0,1.2654011907124165,0.0,4.265401190712417,117.92,502.62,0.0,0.0
71000,0.0,0.0,1.24872034723641,0.0,4.248720347236411,118.42,502.8,0.0,0.0
71100,0.0,0.0,1.2383746457303655,0.0,4.238374645730365,118.73,502.87,0.0,0.0
71200,0.0,0.0,1.2366173829912572,0.0,4.236617382991256,118.73,502.61,0.0,0.0
71300,0.0,0.0,1.258319047838203,0.0,4.258319047838203,118.18,502.96,0.0,0.0
71400,0.0,0.0,1.252847669425125,0.0,4.252847669425125,118.3,502.64,0.0,0.0
71500,0.0,0.0,1.2673580414834769,0.0,4.267358041483477,117.95,503.0,0.0,0.0
71600,0.0,0.0,1.265085521532139,0.0,4.265085521532139,117.94,502.68,0.0,0.0
71700,0.0,0.0,1.2805726617066793,0.0,4.28057266170668,117.54,502.76,0.0,0.0
71800,0.0,0.0,1.2589299671007514,0.0,4.258929967100752,118.23,503.09,0.0,0.0
71900,0.0,0.0,1.2647196985086715,0.0,4.264719698508671,118.04,502.94,0.0,0.0
72000,0.0,0.0,1.2510687201300918,0.0,4.2510687201300925,118.37,502.83,0.0,0.0
72100,0.0,0.0,1.268694559337603,0.0,4.268694559337603,117.86,502.84,0.0,0.0
72200,0.0,0.0,1.2409929103582813,0.0,4.240992910358281,118.69,502.89,0.0,0.0
