epoch,loss,returns,fireworks,scores,lives,epi_length,num_epis,batch_size,illegal_moves
179800,-0.053240621350705626,2.3371428571428616,4.149285714285714,4.030714285714286,0.962857142857143,77.625,7.12,551.64,0.0
179900,-0.03264526298909914,2.3738472222222264,4.169801587301587,4.073908730158729,0.969702380952381,77.788373015873,7.08,549.91,0.0
180000,-0.027870539610376,2.4442767857142904,4.215892857142856,4.159642857142857,0.9851785714285713,78.43446428571427,7.04,551.91,0.0
180100,-0.03032643786573317,2.4958214285714333,4.262321428571429,4.209821428571429,0.98,78.27107142857145,7.07,552.87,0.0
180200,-0.03542356810285128,2.4320625000000042,4.312321428571428,4.258571428571428,0.9864285714285714,78.26107142857143,7.03,549.9,0.08
180300,-0.028703561246802563,2.5396428571428613,4.3098214285714285,4.240892857142858,0.9760714285714286,77.82035714285715,7.09,551.07,0.0
180400,-0.03651065942889545,2.409625000000004,4.1883928571428575,4.118571428571428,0.9758928571428572,77.83285714285714,7.06,548.98,0.0
180500,-0.029543731065932662,2.4666785714285755,4.225357142857142,4.18875,0.9907142857142859,78.26500000000001,7.03,549.94,0.0
180600,-0.038248321469291115,2.398669642857147,4.178571428571428,4.11375,0.97875,78.04732142857144,7.07,551.23,0.0
180700,-0.04695274623169098,2.431910714285719,4.24875,4.132142857142856,0.9673214285714287,77.68696428571428,7.07,548.75,0.0
180800,-0.03348100481918664,2.4453750000000043,4.217857142857143,4.148214285714286,0.9773214285714286,77.99160714285713,7.08,551.58,0.0
180900,-0.03950426456081914,2.4109583333333378,4.289722222222221,4.20172619047619,0.9775595238095239,78.12898809523809,7.06,550.88,0.06
181000,-0.03418396434397437,2.497571428571433,4.283571428571429,4.182857142857142,0.9633928571428573,77.32553571428572,7.09,547.61,0.0
181100,-0.03535334271669854,2.5256964285714325,4.325357142857143,4.241964285714285,0.9744642857142858,77.96803571428573,7.09,552.19,0.01
181200,-0.03585637586889789,2.5608839285714335,4.324285714285715,4.259107142857143,0.9778571428571428,78.01982142857143,7.1,553.24,0.0
181300,-0.03682901576976292,2.443580357142861,4.221964285714286,4.164821428571429,0.98625,78.81267857142858,7.02,553.05,0.0
181400,-0.040766282225667964,2.434869047619052,4.20670634920635,4.136289682539682,0.9772023809523809,78.03825396825397,7.11,553.86,0.0
181500,-0.042094673691899516,2.4641517857142903,4.248749999999999,4.167857142857143,0.9798214285714286,78.24392857142857,7.07,552.72,0.0
181600,-0.046604756256565454,2.520821428571433,4.287142857142857,4.230357142857143,0.9794642857142857,78.50642857142857,7.05,553.13,0.0
181700,-0.04840550499036908,2.491383928571433,4.305357142857143,4.2473214285714285,0.9821428571428572,78.46464285714285,7.03,551.39,0.03
181800,-0.06343971174908802,2.381996031746036,4.303313492063492,4.139047619047619,0.9506944444444446,76.70162698412697,7.19,549.98,0.06
181900,-0.053609213204472324,2.3905000000000043,4.261785714285714,4.155892857142857,0.9655357142857142,77.48571428571428,7.13,551.7,0.05
182000,-0.06148608433548361,2.4101696428571477,4.234821428571429,4.127857142857143,0.96125,77.32624999999999,7.12,549.68,0.02
182100,-0.0698825871470035,2.3479553571428613,4.216785714285714,4.062142857142857,0.9525,77.05339285714285,7.12,547.79,0.02
182200,-0.051892104746657425,2.409910714285718,4.196428571428571,4.121071428571429,0.9757142857142859,77.84946428571429,7.06,549.16,0.0
182300,-0.04766287379941787,2.4886250000000043,4.262321428571428,4.202678571428572,0.9825,77.90214285714286,7.06,549.58,0.0
182400,-0.040792500962270425,2.5245000000000046,4.284285714285715,4.258571428571428,0.995,78.16732142857143,7.04,550.0,0.01
182500,-0.0489865998364985,2.6045446428571473,4.370357142857142,4.306428571428571,0.9803571428571429,77.87803571428572,7.09,551.53,0.0
182600,-0.04144219751120545,2.5877232142857185,4.363214285714286,4.301964285714286,0.9835714285714287,78.48160714285714,7.04,552.22,0.0
182700,-0.03662812928203493,2.4644196428571474,4.215000000000001,4.185535714285715,0.9908928571428572,78.80767857142858,7.04,554.46,0.0
182800,-0.033583846713008826,2.44633928571429,4.209642857142857,4.172857142857143,0.9876785714285714,78.96482142857143,7.03,554.9,0.0
182900,-0.03188961387990275,2.5400357142857186,4.3151785714285715,4.254107142857143,0.9864285714285715,78.31232142857144,7.04,551.04,0.0
183000,-0.02469722304478637,2.5555714285714335,4.292857142857144,4.284285714285715,0.9971428571428572,78.97571428571428,7.0,552.83,0.0
183100,-0.033152761383680625,2.5307053571428613,4.296964285714285,4.254642857142858,0.9878571428571428,78.94160714285714,7.03,554.72,0.0
183200,-0.03193871096009389,2.57490178571429,4.336607142857143,4.290178571428572,0.9851785714285713,78.58285714285715,7.04,552.91,0.0
183300,-0.020493703908687166,2.5836875000000044,4.341785714285715,4.29982142857143,0.9894642857142857,78.6382142857143,7.04,553.3,0.0
183400,-0.03352982280077413,2.4992500000000044,4.301428571428572,4.216071428571429,0.97875,78.55571428571429,7.01,550.6,0.0
183500,-0.04054393328493461,2.473553571428576,4.271071428571428,4.1825,0.9769642857142857,78.13017857142856,7.05,550.49,0.0
183600,-0.04551121047756169,2.4995000000000043,4.29017857142857,4.203571428571428,0.9742857142857144,77.39482142857143,7.07,546.66,0.0
183700,-0.037264553760178384,2.492723214285719,4.265535714285715,4.204821428571428,0.9817857142857143,77.82589285714285,7.08,550.41,0.0
183800,-0.04731883160420693,2.51415178571429,4.343928571428572,4.189642857142856,0.9557142857142855,77.17767857142857,7.15,550.83,0.0
183900,-0.040553618635749446,2.54377678571429,4.326964285714286,4.244642857142857,0.9748214285714286,77.54071428571427,7.1,549.81,0.0
184000,-0.036751189406204504,2.5114285714285756,4.279285714285715,4.216607142857143,0.9789285714285714,77.66446428571429,7.08,549.23,0.0
184100,-0.052811948601156476,2.4063938492063532,4.253115079365079,4.130674603174603,0.9663095238095238,77.1391865079365,7.14,549.72,0.02
184200,-0.061220150716835633,1.4847797619047691,4.276547619047619,4.203333333333333,0.9785714285714286,77.91577380952381,7.06,549.53,0.61
184300,-0.0409877163892088,2.4614712301587347,4.277579365079365,4.136488095238096,0.9550793650793651,77.35809523809523,7.16,552.3,0.0
184400,-0.030197137808863773,2.5198750000000043,4.291071428571429,4.224285714285715,0.9832142857142858,78.61339285714286,7.08,555.88,0.0
184500,-0.03319797230185941,2.5474146825396873,4.314146825396826,4.230218253968254,0.9675595238095238,77.80777777777779,7.12,552.75,0.0
184600,-0.039443938905606046,2.4645160714285756,4.269142857142857,4.1421785714285715,0.9554642857142858,77.98092857142858,7.13,554.65,0.0
184700,-0.030200950510334224,2.5808571428571474,4.345178571428572,4.283214285714285,0.9791071428571431,78.99428571428571,7.03,555.11,0.0
184800,-0.028057897360704374,2.493741071428576,4.275535714285715,4.205535714285714,0.979107142857143,79.17285714285714,7.03,556.36,0.0
184900,-0.040086069710814624,2.42290178571429,4.2092857142857145,4.115178571428571,0.9646428571428572,78.27732142857144,7.11,555.6,0.0
185000,-0.03148830887163058,2.543723214285719,4.324642857142857,4.243214285714286,0.9741071428571431,78.54642857142858,7.07,554.82,0.0
185100,-0.02937476122722728,2.5505803571428616,4.3225,4.256607142857142,0.9771428571428572,78.71232142857143,7.06,555.26,0.0
185200,-0.031785543970763684,2.511535714285719,4.268928571428572,4.221964285714286,0.9826785714285714,78.60821428571427,7.06,554.48,0.0
185300,-0.030601385224144906,2.4980178571428615,4.257142857142856,4.21625,0.9851785714285716,78.85767857142856,7.04,554.84,0.0
185400,-0.03131461212527938,2.5399464285714326,4.316964285714286,4.246785714285714,0.9780357142857143,78.57107142857143,7.04,552.85,0.0
185500,-0.03174744144547731,2.5394821428571475,4.33125,4.231071428571428,0.9673214285714287,78.50803571428571,7.06,553.73,0.0
185600,-0.027957545327953994,2.608848214285719,4.369999999999999,4.326428571428571,0.9901785714285714,79.94214285714287,7.01,560.32,0.0
185700,-0.02626632428378798,2.501508928571433,4.269642857142857,4.202857142857144,0.9755357142857144,79.49892857142856,7.05,560.01,0.0
185800,-0.027043690703285394,2.4960089285714333,4.295892857142857,4.223928571428572,0.9751785714285713,79.79107142857144,7.03,560.63,0.02
185900,-0.03313712536764797,2.437321428571433,4.2960714285714285,4.199464285714286,0.9725000000000001,79.4144642857143,7.04,558.75,0.04
186000,-0.03323910053994041,2.445866071428576,4.2628571428571425,4.134285714285714,0.9608928571428572,78.52339285714285,7.03,551.76,0.0
186100,-0.02651231729600113,2.490303571428576,4.260357142857143,4.187678571428572,0.9698214285714286,78.96428571428572,7.05,556.29,0.0
186200,-0.02190288805461023,2.485598214285719,4.245714285714285,4.2025,0.985,79.80964285714285,7.03,560.77,0.0
186300,-0.024006756912422135,2.5105892857142904,4.274107142857143,4.232857142857143,0.9919642857142857,80.01875000000001,7.02,561.56,0.0
186400,-0.0272664073586202,2.4203392857142902,4.180357142857144,4.144642857142858,0.9905357142857143,79.96857142857144,7.02,561.19,0.0
186500,-0.01484086353215389,2.50171428571429,4.238571428571428,4.234285714285714,0.9985714285714287,80.06714285714287,7.0,560.47,0.0
186600,-0.025950147218536584,2.5123303571428615,4.277500000000001,4.228035714285714,0.9864285714285714,79.73964285714285,7.02,559.52,0.0
186700,-0.030320832455035997,2.4638839285714327,4.234821428571429,4.1746428571428575,0.9817857142857145,79.86464285714285,7.01,559.77,0.0
186800,-0.025133366521913558,2.493071428571433,4.29,4.2457142857142856,0.99,80.55142857142859,7.0,563.86,0.02
186900,-0.024751321325893513,2.4530000000000043,4.212857142857143,4.162857142857142,0.98,80.10285714285713,7.0,560.72,0.0
187000,-0.030865347575345366,2.4932321428571473,4.2873214285714285,4.178214285714285,0.9619642857142858,79.20107142857144,7.07,559.31,0.0
187100,-0.029431711244396867,2.417741071428576,4.203214285714285,4.1396428571428565,0.9794642857142857,80.09071428571428,7.03,562.69,0.01
187200,-0.02324802315561101,2.526125000000005,4.289999999999999,4.243035714285714,0.9873214285714286,80.59946428571429,7.01,564.92,0.0
187300,-0.024962930894689636,2.519991071428576,4.298035714285715,4.245357142857142,0.9816071428571429,80.17964285714285,7.01,561.98,0.01
187400,-0.02207724470354151,2.452919642857147,4.2126785714285715,4.172321428571429,0.9875,80.50607142857142,7.01,564.23,0.0
187500,-0.036508061310159975,2.434133928571433,4.247857142857144,4.172142857142858,0.9780357142857145,80.42750000000001,7.03,565.13,0.02
187600,-0.024744982031406834,2.4920089285714333,4.2578571428571435,4.210178571428572,0.9866071428571429,80.22053571428572,7.04,564.43,0.0
187700,-0.03206214380221354,2.4972410714285758,4.266785714285714,4.201607142857142,0.9769642857142858,79.7289285714286,7.04,560.94,0.0
187800,-0.030384240388229955,2.5139107142857187,4.270178571428572,4.222499999999999,0.9819642857142857,79.61714285714285,7.03,559.48,0.0
187900,-0.025425630545360036,2.5756250000000045,4.33375,4.275535714285715,0.9792857142857143,79.42339285714286,7.03,558.08,0.0
188000,-0.03269228628952987,2.5467500000000047,4.307142857142857,4.2575,0.9830357142857143,79.83107142857143,7.01,559.54,0.0
188100,-0.05045084109558957,2.435116071428576,4.236964285714286,4.134285714285715,0.9669642857142858,79.28678571428573,7.05,558.61,0.0
188200,-0.038306617172202094,2.5716607142857186,4.329285714285715,4.289464285714286,0.9901785714285714,80.22410714285714,7.01,562.29,0.0
188300,-0.03255015459821152,2.515357142857147,4.288571428571428,4.2542857142857144,0.9942857142857143,80.68857142857144,7.0,564.82,0.01
188400,-0.03654599118599435,2.505571428571433,4.264285714285714,4.222857142857143,0.9857142857142859,80.28,7.0,561.96,0.0
188500,-0.03686208318977151,2.5112500000000044,4.272678571428572,4.234642857142857,0.9930357142857144,80.1917857142857,7.01,562.06,0.0
188600,-0.03226096873055212,2.4264107142857183,4.180892857142858,4.161428571428572,1.0001785714285714,80.12089285714285,7.01,561.57,0.0
188700,-0.034471070972722374,2.394678571428576,4.170000000000001,4.121785714285715,0.98875,79.92928571428571,7.01,560.22,0.0
188800,-0.03304090684687253,2.5163571428571476,4.281428571428572,4.244285714285715,0.99,79.74428571428571,7.0,558.21,0.0
188900,-0.03785283157601953,2.5698571428571473,4.356428571428571,4.282678571428572,0.9801785714285713,79.24125,7.01,555.41,0.0
189000,-0.03668646162841469,2.4952500000000044,4.307142857142857,4.239107142857143,0.9801785714285716,79.42160714285714,7.01,556.67,0.02
189100,-0.03933628512837459,2.509312500000004,4.30125,4.216607142857143,0.9782142857142858,78.93839285714284,7.04,555.36,0.0
189200,-0.04008621289947769,2.4608125000000043,4.234821428571428,4.184285714285715,0.9846428571428573,79.24821428571428,7.02,556.16,0.0
189300,-0.03713609736863873,2.4966408730158776,4.283134920634921,4.189444444444445,0.9681349206349208,78.01521825396826,7.1,553.02,0.0
189400,-0.04502552936377469,2.5656160714285767,4.340714285714286,4.2598214285714295,0.9733928571428572,77.91017857142857,7.1,552.47,0.0
189500,-0.04597584803821519,2.531707341269845,4.315138888888889,4.234246031746032,0.9763095238095238,78.62412698412697,7.07,555.13,0.0
189600,-0.051238614875474014,2.539758928571433,4.339464285714286,4.250357142857143,0.9737500000000001,78.97857142857143,7.04,555.72,0.0
189700,-0.04546737172175199,2.628321428571433,4.414285714285715,4.329642857142857,0.9780357142857143,78.78178571428572,7.04,554.33,0.0
189800,-0.0387448903452605,2.4932500000000046,4.27375,4.196249999999999,0.9755357142857143,79.08892857142858,7.04,556.39,0.0
189900,-0.043495866265147926,2.5643750000000045,4.3307142857142855,4.271071428571429,0.9807142857142856,79.23267857142856,7.04,557.51,0.0
190000,-0.0472926891874522,2.4897500000000043,4.265535714285715,4.2005357142857145,0.9798214285714286,79.07446428571428,7.06,557.72,0.0
190100,-0.04642292363627348,2.525446428571433,4.300714285714286,4.222678571428571,0.9730357142857144,78.8469642857143,7.07,556.87,0.0
190200,-0.03968819596862886,2.4839553571428614,4.256607142857143,4.195714285714287,0.9801785714285713,79.34875,7.01,556.16,0.0
190300,-0.036256984811625446,2.4683303571428614,4.241250000000001,4.177678571428571,0.9794642857142858,79.34053571428572,7.04,558.19,0.0
190400,-0.02761986428871751,2.528053571428576,4.291071428571429,4.241428571428572,0.9835714285714287,79.74125,7.03,560.31,0.0
190500,-0.031152164931991137,2.5705535714285763,4.320178571428571,4.271071428571429,0.9796428571428573,79.34142857142857,7.05,558.94,0.0
190600,-0.03147979518282227,2.574991071428576,4.330357142857143,4.283571428571429,0.9844642857142858,79.82071428571429,7.01,559.46,0.0
190700,-0.020582607181277125,2.517571428571433,4.274285714285714,4.244285714285715,0.9928571428571429,80.29714285714286,7.0,562.08,0.0
190800,-0.0316277931177683,2.590571428571434,4.3601785714285715,4.296964285714285,0.98,79.62321428571428,7.06,561.62,0.0
190900,-0.03906816010217881,2.604205357142862,4.374642857142857,4.32625,0.98625,79.99464285714285,7.02,561.35,0.01
191000,-0.03875362475286238,2.5037232142857193,4.290000000000001,4.203035714285715,0.9725,79.54660714285714,7.05,560.38,0.0
