epoch,loss_pi,loss_vf,returns,fireworks,scores,lives,epi_length,num_epis,batch_size,illegal_moves,epsilon,entropy,avg_probs,avg_value,avg_target,clip_frac
1317800,-0.005094353971541906,52.00201510419749,176.64203178847288,17.82312091503268,17.662321746880572,2.160598633392751,66.356142305407,16.01010101010101,1039.939393939394,10.232323232323232,0.0,0.06122817149893804,"[0.02193946 0.14191906 0.07431882 0.06759074 0.03158585 0.04402499
 0.13198498 0.00996636 0.06299999 0.05000163 0.36366808]",59.60093688964844,59.77334976196289,0.01381256009894188
1317900,-0.005405632883775979,52.64812582015991,178.2959848856208,17.792455065359476,17.540596405228758,2.0813031045751633,64.31616013071897,16.15,1038.27,0.12,0.0,0.06456800367683173,"[0.0296158  0.14103273 0.07036331 0.0663645  0.02351306 0.04510542
 0.13063587 0.0105486  0.06232563 0.05227491 0.36822012]",57.846473693847656,59.57411193847656,0.014493893962353468
1318000,-0.005556166919413954,48.32041904449463,179.1611188725489,17.878843954248367,17.6184681372549,2.0648733660130723,64.32268382352942,16.14,1037.69,0.0,0.0,0.06459353927522898,"[0.02517018 0.14061713 0.08206777 0.05317624 0.03219639 0.04038789
 0.13460673 0.01106222 0.06346158 0.04711533 0.37013856]",61.11982345581055,61.11803436279297,0.014686427800916136
1318100,-0.005150195871246979,49.80974723815918,179.92584117647047,17.953014705882353,17.702867647058824,2.0312500000000004,64.3995588235294,16.14,1039.05,0.08,0.0,0.06129340123385191,"[0.02237288 0.14654899 0.07976191 0.04901024 0.03920953 0.053001
 0.11061929 0.01090437 0.05904762 0.05142865 0.3780955 ]",64.628662109375,64.03137969970703,0.013579900334589183
1318200,-0.005501775906886905,54.216028995513916,178.79929485294105,17.847242647058824,17.542389705882353,1.9743382352941177,64.58797794117646,16.09,1038.93,0.0,0.0,0.06355836309492588,"[0.02568334 0.14915174 0.08393999 0.04287006 0.03126545 0.04558875
 0.12925327 0.00926934 0.05507974 0.04843307 0.37946522]",57.815711975097656,58.53151321411133,0.014714517393149435
1318300,-0.00537036603083834,67.78762140274048,176.83052769607832,17.676643790849674,17.150933006535947,1.9045343137254904,64.1204297385621,16.17,1036.23,0.18,0.0,0.06359666023403406,"[0.03472037 0.14610814 0.07595435 0.05791228 0.02161484 0.04261221
 0.12090711 0.01485277 0.06640239 0.05253052 0.366385  ]",62.14106369018555,60.993202209472656,0.014490022752434016
1318400,-0.005246674413792789,68.87079906463623,176.1302118230624,17.76028594771242,17.16296160130719,1.793763422035481,65.30577439309057,16.13,1039.54,10.03,0.0,0.062049285992980006,"[0.02682072 0.15972406 0.0774988  0.03640791 0.03216828 0.04345427
 0.13500431 0.01227463 0.06085173 0.05303861 0.36275664]",58.07834243774414,59.83012771606445,0.014259594343602657
1318500,-0.005099438847973942,61.57028940200806,177.510437745098,17.758649509803924,17.093208333333333,1.8039436274509801,63.975715686274505,16.18,1034.64,0.0,0.0,0.06061622779816389,"[0.03881698 0.13634416 0.06788034 0.05060748 0.04341464 0.03535809
 0.12450311 0.01080509 0.06286746 0.05598954 0.37341312]",65.51805114746094,64.362548828125,0.014200119944289326
1318600,-0.005162992966361344,56.50449060440064,174.9595501727357,17.832252684407095,17.378414565826333,1.8921690009337069,67.82899253034547,15.94,1046.0,20.16,0.0,0.05883240509778261,"[0.00880732 0.04356468 0.02250068 0.01349973 0.01342715 0.01490877
 0.03646971 0.00343882 0.01925722 0.01650619 0.8076198 ]",-14.406523704528809,-20.691425323486328,0.01422694806009531
1318700,-0.004747131899930537,70.27774904251099,175.97254485294107,17.614971405228758,16.880829248366016,1.7362418300653595,63.87626633986928,16.25,1037.1,0.01,0.0,0.054241245798766616,"[0.0360572  0.13490185 0.0878031  0.04430287 0.03093598 0.05087771
 0.12339567 0.01143899 0.05970228 0.05744565 0.36313874]",64.31228637695312,60.84418487548828,0.013517811922356486
1318800,-0.004880254734307528,74.36665468215942,175.39878762469885,17.578823744410045,16.64638394392845,1.6736336859305125,63.5209606123151,16.3,1034.43,0.01,0.0,0.05478682454675436,"[0.03381674 0.12864253 0.09035944 0.05097332 0.03088637 0.04924368
 0.1332282  0.00684683 0.05565101 0.05288932 0.36746255]",60.942344665527344,60.4598388671875,0.01354149382095784
1318900,-0.004800942346919328,54.94560832977295,177.93544485294112,17.79722794117647,17.22243137254902,1.8084779411764706,64.4402475490196,16.11,1037.72,0.8,0.0,0.05297914389520884,"[0.03285325 0.14426707 0.08114675 0.04634565 0.02881427 0.05072996
 0.1417887  0.00879027 0.05708404 0.04898147 0.35919857]",58.48688507080078,60.59086990356445,0.013712743939831852
1319000,-0.00483512002741918,55.10647001266479,176.53336903594757,17.678672385620917,16.877467320261438,1.7729575163398692,64.20656045751633,16.17,1037.78,0.17,0.0,0.05257671914994717,"[0.0297092  0.13568333 0.0903381  0.0273397  0.04339757 0.04381554
 0.13433884 0.01126585 0.05868433 0.05809524 0.3673323 ]",60.34966278076172,59.50395202636719,0.013341637370176613
1319100,-0.004704327600775287,56.62105367660522,176.4400106209149,17.684787581699347,16.72768382352941,1.6982720588235294,64.1254452614379,16.17,1036.36,0.18,0.0,0.05156281556934118,"[0.02655563 0.14371276 0.08275371 0.04652385 0.03911567 0.04927042
 0.12372471 0.01538224 0.04615384 0.05171035 0.3750968 ]",59.519866943359375,59.65907669067383,0.013482595987152308
1319200,-0.00498690624255687,54.316339626312256,176.58613602941156,17.697389705882355,16.757132352941177,1.7090073529411762,64.41389705882354,16.11,1037.39,0.0,0.0,0.051919092610478404,"[0.02522858 0.14808382 0.07954995 0.04148754 0.03747477 0.04280064
 0.1372603  0.01074562 0.06662369 0.04492211 0.36582297]",58.266380310058594,59.336551666259766,0.014879930280148983
1319300,-0.004793740110471845,52.270313301086425,177.12987519607825,17.727604575163397,17.013033496732024,1.8195081699346405,64.58596486928106,16.1,1039.42,0.03,0.0,0.052548975981771946,"[0.03401698 0.14158511 0.06910802 0.04070545 0.05287022 0.04516127
 0.13063945 0.0089141  0.04926971 0.05547897 0.37225074]",63.64379119873047,63.21182632446289,0.013869756828062236
1319400,-0.004938379705417901,50.316626472473146,177.35495147058805,17.73158088235294,17.17863970588235,1.8650735294117646,64.77018382352941,16.09,1041.87,0.01,0.0,0.05369769517332315,"[0.02658605 0.14414597 0.09728295 0.04004673 0.0209096  0.05312205
 0.1313961  0.00922414 0.05701282 0.04926725 0.37100634]",57.878662109375,58.64787292480469,0.013687166818417609
1319500,-0.005218653611373156,56.37401500701904,175.91948319327722,17.724984243697477,16.573214285714286,1.6851050420168068,65.16058823529411,16.07,1045.38,10.01,0.0,0.054922814462333915,"[0.03744727 0.13552302 0.07490088 0.04455284 0.0422997  0.05009551
 0.12370697 0.00950823 0.05329423 0.05231545 0.37635592]",62.78579330444336,63.394840240478516,0.01472602122463286
1319600,-0.005084315917920321,59.649578380584714,174.79878700980385,17.660935457516338,16.57075571895425,1.6914133986928104,65.59198529411766,16.11,1045.71,10.01,0.0,0.056961911898106336,"[0.03109013 0.14249459 0.07134584 0.04563794 0.04697615 0.05285557
 0.12550986 0.00631246 0.04999947 0.05193741 0.3758406 ]",58.33960723876953,59.41520690917969,0.01487352184485644
1319700,-0.005276448976946995,56.032467918395994,175.3479331862744,17.73463480392157,16.878781862745097,1.796985294117647,66.39,15.99,1044.54,10.1,0.0,0.05845201767981052,"[0.02211441 0.14884597 0.07733379 0.0498012  0.04460007 0.04873428
 0.11894794 0.00572556 0.06106892 0.04961794 0.37320995]",59.963623046875,59.48214340209961,0.015027390513569116
1319800,-0.005622291454346851,52.83587247848511,177.38755047888375,17.745580882352943,17.244661764705885,1.8913197586727,65.05687726244344,16.04,1042.78,1.87,0.0,0.056527595929801465,"[0.03044702 0.12981291 0.08447785 0.05247127 0.03549553 0.05131337
 0.12959424 0.01249412 0.0539245  0.04506416 0.37490502]",59.05473327636719,59.478092193603516,0.015366654796525835
