epoch,loss_pi,loss_vf,returns,fireworks,scores,lives,epi_length,num_epis,batch_size,illegal_moves,epsilon,entropy,avg_probs,avg_value,avg_target
310700,-0.033512193020074986,85.82877115102914,208.30415723981892,20.749434389140273,20.609162895927604,1.8407805429864257,62.43721719457014,16.23076923076923,1012.9230769230769,0.3076923076923077,0.0,0.18824779184964988,"[0.03604088 0.1291936  0.03807965 0.03135158 0.06571455 0.07523817
 0.11614718 0.01384856 0.01763923 0.13179064 0.34495598]",76.81996154785156,76.25984954833984
310800,-0.01987780769355595,65.14595493316651,209.63037810457502,20.878696895424838,20.769244281045747,1.7953349673202614,62.80097222222223,16.21,1017.62,0.15,0.0,0.19441182553768158,"[0.0577031  0.10732017 0.04713761 0.02223025 0.06019287 0.08039909
 0.12167364 0.01228173 0.01783981 0.11851874 0.354703  ]",73.1138916015625,73.49832916259766
310900,-0.023323423196561634,72.02620685577392,208.46273333333323,20.782230392156862,20.52939133986928,1.6948488562091504,62.987875816993466,16.17,1018.11,0.21,0.0,0.1899179032444954,"[0.06461331 0.11483273 0.02566271 0.01657261 0.07473936 0.07305807
 0.11547577 0.01133596 0.02320612 0.1288386  0.35166475]",73.44515991210938,74.53797149658203
311000,-0.02252301469561644,77.47658908843994,207.0809522058822,20.646102941176473,20.38985294117647,1.6600735294117646,63.20058823529413,16.2,1023.45,0.12,0.0,0.19366925880312919,"[0.06531252 0.09016015 0.03024659 0.02709998 0.07619222 0.07308054
 0.11409459 0.0153446  0.0197027  0.12813105 0.36063507]",72.91661834716797,75.22525024414062
311100,-0.02076450876542367,71.71154132843017,207.55001860686684,20.731155239368476,20.50119200407436,1.7429710550887023,64.0915987713267,16.02,1024.69,5.47,0.0,0.196212547570467,"[0.05207619 0.11124523 0.02412832 0.03166329 0.07941953 0.06962071
 0.11320958 0.01166888 0.02340919 0.12169069 0.36186835]",76.0318832397461,75.33854675292969
311200,-0.0248304434271995,73.96829177856445,207.02505563725472,20.631356209150326,20.433880718954253,1.7699183006535946,62.545433006535944,16.37,1023.43,0.32,0.0,0.18298185557127,"[0.05484637 0.10981056 0.03713171 0.03055696 0.06222951 0.07964135
 0.1096816  0.02655498 0.01420595 0.12445032 0.35089064]",75.51190185546875,75.11019897460938
311300,-0.025360876000486313,81.49349487304687,206.4248418300652,20.592361111111114,20.29594362745098,1.5440277777777778,62.12432598039215,16.59,1030.2,2.37,0.0,0.19308524817228317,"[0.04642793 0.12284107 0.04639485 0.03421929 0.04679615 0.06944373
 0.12548187 0.02474809 0.01732211 0.1296218  0.3367031 ]",74.00078582763672,74.91163635253906
311400,-0.026818200218258426,68.73803260803223,206.82618374183,20.614281045751632,20.3999795751634,1.6278390522875819,62.49069444444444,16.37,1022.6,0.62,0.0,0.19003534257411958,"[0.08191149 0.09442205 0.03779375 0.0256908  0.07258758 0.0746835
 0.09333713 0.0166545  0.02409021 0.12579393 0.35303506]",78.9344482421875,74.95236206054688
311500,-0.022443818052997812,80.287166557312,205.46094607843125,20.48406862745098,20.18987745098039,1.6865727124183008,62.168455882352944,16.48,1023.82,0.5,0.0,0.18613525569438935,"[0.05239256 0.11121284 0.03721097 0.03040868 0.06821556 0.06469417
 0.11091925 0.02188939 0.01704504 0.1255882  0.36042336]",74.43655395507812,74.24314880371094
311600,-0.021019097593380137,68.55060138702393,208.01261176470575,20.73908088235294,20.43933823529412,1.6256617647058824,62.83683823529412,16.24,1020.11,0.26,0.0,0.19312228113412858,"[0.04087818 0.11767092 0.04194339 0.02696329 0.06149567 0.07376432
 0.13775906 0.01330919 0.02180065 0.11709689 0.34731844]",68.08397674560547,69.82625579833984
311700,-0.023321672144811602,76.45855861663819,206.58965661764694,20.603243464052284,20.27343137254902,1.746813725490196,63.22673202614379,16.2,1023.86,0.2,0.0,0.21144015043973924,"[0.03955392 0.12808731 0.03740254 0.03328005 0.06070049 0.06686892
 0.10745616 0.01419148 0.02131602 0.12841195 0.36273113]",74.85169982910156,74.5662612915039
311800,-0.028523888277122753,75.28661098480225,208.99766985294107,20.837463235294116,20.553566176470586,1.6859926470588236,63.24591911764706,16.17,1022.37,0.17,0.0,0.2112845814228058,"[0.05834573 0.12626803 0.02649423 0.02093992 0.0710799  0.06421069
 0.11628133 0.00997963 0.02180552 0.12883763 0.3557574 ]",72.38614654541016,72.6651611328125
311900,-0.020739642448024825,62.17956405639649,209.2607874999999,20.844338235294117,20.72966911764706,1.7922058823529412,63.22720588235293,16.09,1017.19,0.28,0.0,0.2012095795571804,"[0.05265267 0.10064349 0.02723072 0.0368133  0.07114944 0.07675359
 0.12988406 0.00989118 0.02392519 0.12051276 0.3505436 ]",76.06913757324219,75.6817626953125
312000,-0.02490735801286064,68.55718994140625,207.05462647058815,20.639816176470585,20.43125,1.726360294117647,62.656213235294125,16.33,1022.82,0.81,0.0,0.19128886252641678,"[0.0487459  0.11931697 0.02321217 0.02658631 0.07087923 0.07484451
 0.12108737 0.01318376 0.02256354 0.12443719 0.35514307]",74.72931671142578,75.2689208984375
312100,-0.0247256838332396,73.46002922058105,207.47122573529404,20.69271568627451,20.41742156862745,1.624735294117647,63.71988970588235,16.13,1027.4,0.99,0.0,0.19730395540595055,"[0.04653222 0.10951655 0.02281044 0.04297235 0.0794661  0.05666407
 0.10663554 0.01805614 0.01899959 0.13768181 0.36066517]",74.45706939697266,73.66539764404297
