epoch,loss,returns,fireworks,scores,lives,epi_length,num_epis,batch_size,illegal_moves,epsilon,entropy,avg_probs
1032600,-0.11849143706700381,172.14200139369467,17.267577374086887,16.619677527873893,1.6146674356016917,63.047205401768544,16.38235294117647,1031.6764705882354,5.147058823529412,0.0,0.5490045161808238,"[0.14325118 0.04589461 0.024378   0.00874854 0.13582295 0.08343145
 0.0543639  0.00844147 0.0062356  0.12945493 0.35997736]"
1032700,-0.12376624450087548,171.9660334967319,17.245404411764707,16.714170751633986,1.6481331699346407,63.499076797385634,16.27,1032.35,6.01,0.0,0.5510257548093795,"[0.131116   0.05399875 0.02823767 0.00853021 0.12149551 0.11693735
 0.05262432 0.00066841 0.00679347 0.12671322 0.3528851 ]"
1032800,-0.1147859275341034,172.89822883986918,17.356004901960784,16.634750816993463,1.5941462418300651,63.711544117647065,16.22,1032.77,5.73,0.0,0.5539184176921844,"[0.12211145 0.05386551 0.02542829 0.01098295 0.14087588 0.11471755
 0.03331368 0.00077024 0.00774411 0.13102965 0.3591607 ]"
1032900,-0.11723728477954865,173.20936077571372,17.34686145510836,16.92940015479876,1.7448110165118678,63.92727747678018,16.27,1039.16,3.99,0.0,0.5897284376621247,"[0.1148665  0.04485499 0.02916475 0.0098455  0.1321773  0.09533264
 0.0415381  0.00252567 0.00564511 0.1467899  0.3772595 ]"
1033000,-0.1267132743448019,172.7148124999999,17.299338235294115,16.842904411764707,1.7382352941176475,64.128125,16.2,1038.34,3.3,0.0,0.6100888901948929,"[0.13113    0.0613492  0.02462331 0.00807133 0.10746073 0.1279608
 0.03233042 0.00770271 0.00251726 0.12948635 0.36736786]"
1033100,-0.11544728934764863,171.6069669117646,17.232279411764704,16.45161764705882,1.6562132352941177,63.751948529411756,16.28,1037.31,4.72,0.0,0.5950879824161529,"[0.12660117 0.05999208 0.02194003 0.01338693 0.12170099 0.09513082
 0.04348131 0.00620242 0.00928008 0.14728542 0.35499874]"
1033200,-0.10963865537196398,171.07674415032673,17.207654411764707,16.16116748366013,1.5156339869281044,63.00597630718955,16.42,1033.44,5.09,0.0,0.5787572079896927,"[0.11339768 0.05989596 0.02052128 0.0147316  0.13508575 0.10945027
 0.04681639 0.00579425 0.00893341 0.12570642 0.35966697]"
1033300,-0.10701930973678828,171.27693823529407,17.283517156862747,15.822238562091504,1.4218586601307188,63.17427696078431,16.33,1030.75,7.26,0.0,0.566306962966919,"[0.12441198 0.04792117 0.0282311  0.01715823 0.1258879  0.08575055
 0.04005621 0.00313805 0.00839501 0.13847661 0.38057318]"
1033400,-0.1006536190956831,172.31209893790844,17.341568627450982,16.491156045751634,1.54359068627451,63.6296772875817,16.25,1033.27,9.98,0.0,0.5540199732780456,"[0.12298993 0.04266825 0.01709453 0.01847397 0.13593931 0.11593193
 0.04614837 0.00285457 0.00381644 0.13537855 0.3587042 ]"
1033500,-0.11368478585034608,171.2925138071895,17.232291666666665,16.251225490196077,1.4727982026143789,63.3683455882353,16.32,1033.12,6.53,0.0,0.572801251411438,"[0.12972964 0.0605409  0.02060106 0.01432525 0.1385403  0.09817824
 0.04784471 0.00225556 0.00941509 0.13223656 0.34633273]"
1033600,-0.10501868579536676,171.62730392156854,17.288905228758168,16.225044934640522,1.4536437908496733,63.46591503267974,16.26,1031.31,9.04,0.0,0.5439229562878609,"[0.1333229  0.04981146 0.01429529 0.01237791 0.13424268 0.10866458
 0.04328885 0.00493369 0.00778896 0.14106563 0.35020807]"
1033700,-0.1044496613368392,172.824194362745,17.378243464052286,16.517062908496733,1.5148080065359477,63.37893790849674,16.29,1031.64,7.81,0.0,0.5368476834893227,"[0.17434347 0.0476509  0.01301846 0.01105413 0.11632182 0.10305163
 0.03918773 0.00698225 0.00655607 0.13897766 0.3428559 ]"
1033800,-0.09498337711207569,171.52248924836596,17.294441176470592,16.096242647058826,1.422934640522876,63.255749183006536,16.31,1030.83,9.7,0.0,0.5191194301843643,"[0.16146383 0.04800493 0.01083173 0.01030903 0.11393192 0.10227554
 0.05033702 0.00808941 0.00391256 0.12717424 0.3636698 ]"
1033900,-0.0990986736305058,172.3417577941176,17.315772058823526,16.53580882352941,1.5876176470588235,63.61796813725489,16.26,1033.74,6.83,0.0,0.5311457949876786,"[0.14978519 0.03611684 0.00985978 0.01296243 0.13005306 0.10028157
 0.04371121 0.0101318  0.00718111 0.14070645 0.35921055]"
1034000,-0.10117515075951815,175.55795277777767,17.60751225490196,17.004767156862744,1.6697753267973854,63.86359477124182,16.23,1035.83,5.38,0.0,0.5418920201063157,"[0.15999512 0.04369409 0.01515746 0.01036537 0.10897136 0.0918403
 0.04735516 0.01376651 0.00998625 0.1342809  0.36458743]"
1034100,-0.10398344891145825,175.0804419117646,17.591911764705884,16.704191176470587,1.5564705882352938,64.0708455882353,16.11,1031.92,5.48,0.0,0.5492274165153503,"[0.12783988 0.04229029 0.02365915 0.01061826 0.11569064 0.10908269
 0.04516513 0.01425662 0.00585748 0.13415237 0.3713875 ]"
1034200,-0.0949830960854888,174.34288398692803,17.536147875816994,16.51716503267974,1.5113929738562089,63.63734885620916,16.26,1033.98,6.09,0.0,0.5495550155639648,"[0.15484467 0.04208438 0.02925798 0.00982018 0.11276222 0.10708223
 0.04500916 0.00657706 0.00568744 0.11918535 0.3676893 ]"
