epoch,loss,returns,fireworks,scores,lives,epi_length,num_epis,batch_size,illegal_moves
257500,-0.09616024366806487,2.1892106392106427,4.085960960960961,3.8129021879021883,0.9592449592449593,74.96294508794509,7.297297297297297,545.2972972972973,0.0
257600,-0.08109977636020631,2.388651785714289,4.194464285714287,4.067857142857143,1.030714285714286,77.46339285714286,7.14,551.92,0.0
257700,-0.07098646515980363,2.446056547619051,4.292718253968254,4.081944444444445,0.9838095238095238,75.94418650793652,7.24,547.82,0.0
257800,-0.06258884347509593,2.481285714285718,4.29625,4.153214285714285,1.002142857142857,77.46767857142858,7.09,548.53,0.0
257900,-0.04991002011345699,2.412802579365083,4.187361111111111,4.111111111111111,1.024563492063492,78.59928571428573,7.08,555.65,0.0
258000,-0.0515395628369879,2.5188750000000035,4.346964285714286,4.186964285714287,1.0019642857142856,77.46392857142857,7.15,552.84,0.0
258100,-0.06454027233179659,2.434697420634924,4.2575,4.091884920634921,0.9761904761904762,76.89484126984127,7.18,550.47,0.0
258200,-0.07557188148144632,2.3166875000000036,4.18875,3.9357341269841264,0.9255952380952381,75.1918253968254,7.4,553.79,0.0
258300,-0.07385681023355574,2.5057738095238133,4.281468253968254,4.20281746031746,1.0072420634920636,77.96301587301588,7.11,553.4,0.0
258400,-0.07153070657746867,2.4832589285714324,4.284464285714286,4.165535714285714,1.0066071428571428,77.47892857142857,7.18,555.14,0.0
258500,-0.07572384529281408,2.417410714285718,4.218928571428571,4.097142857142857,1.0253571428571429,77.15875000000001,7.19,553.49,0.0
258600,-0.06930461795651353,2.400207341269845,4.234623015873016,4.053511904761906,1.0145238095238094,75.72803571428571,7.3,550.79,0.0
258700,-0.05765285484842025,2.433687500000004,4.2142857142857135,4.140535714285714,1.0482142857142855,77.80214285714285,7.12,553.09,0.0
258800,-0.0689015773020219,2.4505357142857185,4.261071428571429,4.115535714285715,1.0141071428571429,76.71892857142856,7.19,550.07,0.0
258900,-0.0749360252963379,2.40497797619048,4.2686150793650794,4.033936507936508,0.9692142857142855,75.14589285714285,7.35,549.28,0.0
259000,-0.06356287645234261,2.3566408730158765,4.198373015873016,4.016527777777778,1.0031349206349205,75.71755952380953,7.29,549.99,0.0
259100,-0.06535165923763998,2.4624394841269877,4.251666666666667,4.144345238095238,1.0133333333333332,76.84738095238096,7.17,549.29,0.0
259200,-0.062077580525656234,2.4500178571428606,4.229464285714285,4.154464285714286,1.0258928571428572,77.69642857142857,7.12,552.19,0.0
259300,-0.06514944982714951,2.518813492063496,4.319861111111111,4.206587301587302,1.0213888888888887,76.64454365079364,7.17,548.37,0.0
259400,-0.05864917094237171,2.4372579365079403,4.266230158730159,4.100238095238095,1.0071031746031744,75.67559523809524,7.28,549.2,0.0
259500,-0.045028383778990246,2.4079375000000036,4.18375,4.123035714285715,1.135892857142857,76.91,7.12,546.67,0.0
259600,-0.048454131672624495,2.303535714285718,4.076964285714285,4.034642857142857,1.0887499999999999,77.72339285714287,7.07,549.0,0.0
259700,-0.05716776196321007,2.3392589285714323,4.118214285714285,4.046607142857142,1.0474999999999999,77.03910714285715,7.16,550.46,0.0
259800,-0.049643017146736385,2.486778769841274,4.275813492063492,4.178293650793651,1.0488492063492065,76.84378968253968,7.2,551.81,0.0
259900,-0.05504872727673501,2.3497857142857175,4.136607142857143,4.059107142857143,1.0680357142857142,77.03982142857143,7.17,551.39,0.0
260000,-0.06911771368573681,2.3139343253968288,4.183103174603174,3.9323968253968253,0.983468253968254,73.79005555555555,7.45,546.11,0.0
260100,-0.057058611824759284,2.356898412698416,4.224027777777777,3.9849682539682534,0.9975476190476189,74.42460714285714,7.42,548.41,0.0
260200,-0.044802971868484746,2.420821428571432,4.199821428571428,4.125178571428572,1.0417857142857143,76.89428571428572,7.14,548.06,0.0
260300,-0.04679498880743949,2.3596587301587335,4.274007936507937,4.110892857142857,0.9934325396825396,75.35855158730158,7.29,547.0,0.06
260400,-0.055104822111316024,2.445773701298705,4.408374098124098,4.1565021645021645,0.9492160894660894,74.33314718614719,7.39,545.37,0.06
260500,-0.29925803176942284,-26.605392261904772,4.435595238095238,4.1384365079365075,0.9232222222222223,76.02632142857142,7.37,544.88,9.13
260600,-0.07882249316433444,2.4423210317460353,4.3545357142857135,4.027690476190475,0.928595238095238,72.74777380952382,7.6,548.67,0.0
260700,-0.0557025296165375,2.5510297619047657,4.338035714285715,4.228551587301586,1.0124206349206348,75.70503968253968,7.24,546.52,0.0
260800,-0.07058964550320525,2.5414791666666705,4.361904761904762,4.2016865079365076,0.9938095238095238,75.09797619047619,7.3,546.38,0.0
260900,-0.07764694977231557,2.4787688492063533,4.309087301587301,4.137301587301587,0.9800992063492063,75.06309523809524,7.25,542.44,0.0
261000,-0.04933178915991448,2.6272371031746076,4.4112896825396835,4.306904761904763,1.0211706349206349,75.84210317460317,7.21,545.26,0.0
261100,-0.06762576387816807,2.5789335317460353,4.402460317460318,4.2207936507936505,0.975456349206349,74.5001388888889,7.4,548.56,0.0
261200,-0.09026045615551993,2.5120257936507975,4.395714285714286,4.123472222222222,0.9379563492063491,73.49992063492063,7.49,547.72,0.0
261300,-0.08464996550930665,2.4623561507936547,4.336785714285714,4.083452380952381,0.9444642857142856,73.39674603174605,7.48,545.83,0.0
261400,-0.22939269910217264,1.3017529761904796,4.198055555555556,3.9891666666666676,0.9804761904761904,73.85440476190475,7.43,545.9,0.63
