epoch,loss,returns,fireworks,scores,lives,epi_length,num_epis,batch_size,illegal_moves,epsilon,entropy,avg_probs
100800,-0.08720830727058153,18.10447033433258,6.859780751664701,5.485961552932577,0.8344520858416468,62.73984089615379,16.53125,1030.4166666666667,0.3541666666666667,0.0,0.7871348019689322,"[0.05345313 0.09281944 0.07642675 0.03660825 0.179215   0.00817507
 0.01214274 0.01617768 0.02767835 0.06437947 0.4329241 ]"
100900,-0.0929592265188694,18.152391461865463,6.918340225563911,5.400100950906677,0.7997355951152392,62.286919842498406,16.7,1033.47,0.3,0.0,0.7949216997623444,"[0.0445811  0.0898658  0.09415364 0.0436245  0.14470911 0.00630548
 0.012297   0.01871852 0.02991826 0.07125188 0.4445747 ]"
101000,-0.09036735065281391,18.262555642414878,6.90590673374613,5.57239686839648,0.8814112917096664,64.23243029755763,16.18,1033.96,0.29,0.0,0.806243445277214,"[0.04298948 0.09119963 0.06278659 0.06391001 0.16783881 0.00877566
 0.00478509 0.02763128 0.03170171 0.05261963 0.44576213]"
101100,-0.09562786981463432,18.46839071870855,6.8854908840729285,5.849170874490146,1.0164718106540862,65.82535789227971,15.78,1033.39,0.24,0.0,0.836294733285904,"[0.06180354 0.09307046 0.06854095 0.04050722 0.15680467 0.01465179
 0.0115958  0.0215868  0.01745336 0.05633566 0.45764974]"
101200,-0.09336176401004195,18.409805449899274,6.923857959850607,5.678710458744901,0.9438190697331563,64.96663068824022,16.0,1033.8,0.14,0.0,0.8431923574209214,"[0.04729286 0.09084832 0.05787459 0.03579483 0.17814413 0.01072476
 0.01135119 0.02434022 0.03149866 0.06962101 0.4425094 ]"
101300,-0.09676985614001751,18.587500560224104,7.0125645731977,5.634096153373631,0.8511184271954397,63.45005359599979,16.41,1034.35,0.3,0.0,0.8364667946100235,"[0.06624307 0.08577277 0.06991011 0.04479345 0.1492694  0.01268034
 0.01564191 0.02487128 0.02668575 0.0706052  0.43352672]"
101400,-0.09697556242346764,18.32306128994502,7.006647660260276,5.418320590915792,0.7966138362841149,63.075886656257396,16.54,1036.07,0.41,0.0,0.8203242737054824,"[0.07172783 0.09668568 0.07212205 0.0455622  0.12626362 0.01085866
 0.01453258 0.02551614 0.03649961 0.06758175 0.4326499 ]"
101500,-0.08678660929203033,18.375620539092843,6.956924074893115,5.535837793011941,0.8532022703818369,62.43644474544204,16.62,1029.78,0.43,0.0,0.762797639966011,"[0.0568294  0.07825451 0.07295275 0.03569892 0.18523115 0.01545376
 0.0047492  0.01969991 0.02062014 0.07122855 0.4392817 ]"
101600,-0.091128103248775,18.549856013686192,6.995398840237848,5.647818142169147,0.8661626062705783,63.26555917981228,16.42,1032.68,0.3,0.0,0.7946563076972961,"[0.05171487 0.0953223  0.07504654 0.04067241 0.1461549  0.01355535
 0.00867265 0.01179266 0.02851054 0.08313788 0.44541994]"
101700,-0.10038290955126286,18.473864499238307,6.949167440660475,5.668376302275295,0.9047457921765195,63.74298335913312,16.32,1033.2,0.2,0.0,0.8098405057191849,"[0.04154645 0.0936031  0.07051548 0.06013164 0.15104584 0.01189953
 0.00671994 0.02248623 0.03311281 0.07273751 0.4362014 ]"
101800,-0.10001622950658202,18.43722319340018,6.96133211705735,5.562924977885892,0.8534973401641358,62.58551866799351,16.62,1033.98,0.12,0.0,0.8227097851037979,"[0.04488886 0.10733055 0.06349781 0.06880496 0.14229289 0.00484113
 0.00655533 0.02738642 0.03493303 0.07084258 0.42862642]"
101900,-0.10518042888492346,18.432787336969888,6.9971101036905985,5.477078603371174,0.8061216091699837,61.92011851319475,16.8,1033.7,0.14,0.0,0.8362761318683625,"[0.0541423  0.10507308 0.07185017 0.04521613 0.13688785 0.00965069
 0.01582202 0.02109234 0.02822004 0.08047026 0.4315751 ]"
102000,-0.08036830491386354,18.520852588702162,6.88850479139024,5.891383059364097,1.040547729618163,65.4709080974495,15.9,1035.0,0.23,0.0,0.776025156378746,"[0.05183721 0.07990509 0.09062888 0.03719955 0.18977253 0.01127191
 0.01636652 0.02366203 0.02823132 0.04936419 0.4217608 ]"
