epoch,loss,returns,fireworks,scores,lives,epi_length,num_epis,batch_size,illegal_moves,epsilon
959500,0.33654467708298136,7.924489795918365,7.946938775510201,7.924489795918365,1.042857142857143,74.73469387755102,7.0,523.1428571428571,0.0,0.0
959600,0.35562215447425843,8.071428571428573,8.11,8.071428571428573,1.0542857142857143,74.80571428571429,7.0,523.64,0.0,0.0
959700,0.3483297315239906,8.025714285714285,8.06142857142857,8.025714285714285,1.0457142857142856,74.71428571428572,7.0,523.0,0.0,0.0
959800,0.3764739938080311,8.175714285714285,8.242857142857144,8.175714285714285,1.0428571428571427,74.16571428571429,7.0,519.16,0.0,0.0
959900,0.34711424469947816,8.132857142857143,8.142857142857144,8.132857142857143,1.037142857142857,74.13571428571429,7.0,518.95,0.0,0.0
960000,0.3486466458439827,8.102142857142855,8.131428571428572,8.102142857142855,1.049642857142857,74.19160714285715,7.02,520.74,0.0,0.0
960100,0.3517054900527,8.130357142857143,8.200535714285714,8.144642857142857,1.0376785714285712,73.50946428571427,7.04,517.38,0.01,0.0
960200,0.3194666440784931,7.748571428571429,7.9228571428571435,7.862857142857143,1.072857142857143,73.76142857142858,7.0,516.33,0.08,0.0
960300,0.3529991641640663,8.011071428571428,8.0225,8.011071428571428,1.057142857142857,73.98375000000001,7.01,518.6,0.0,0.0
960400,0.37147362127900124,8.068392857142857,8.09125,8.082678571428572,1.0910714285714287,73.59732142857143,7.01,515.9,0.01,0.0
960500,0.33345559269189834,7.95,8.067857142857143,7.992857142857144,1.04875,73.62267857142857,7.01,516.06,0.03,0.0
960600,0.3575592781603336,8.032857142857143,8.057142857142857,8.047142857142857,1.0585714285714283,74.16428571428573,7.0,519.15,0.01,0.0
960700,0.33121727630496023,8.157142857142858,8.165714285714287,8.157142857142858,1.0414285714285714,74.39857142857142,7.0,520.79,0.0,0.0
960800,0.3326896995306015,7.946785714285714,7.981428571428572,7.946785714285714,1.0430357142857143,74.52000000000001,7.01,522.35,0.0,0.0
960900,0.34623781524598596,8.007142857142856,8.058571428571428,8.007142857142856,1.0442857142857143,74.23571428571428,7.0,519.65,0.0,0.0
961000,0.33492757961153985,8.071428571428571,8.085714285714285,8.071428571428571,1.0485714285714285,74.18285714285713,7.0,519.28,0.0,0.0
