epoch,loss,returns,fireworks,lives,epi_length,num_epis,batch_size,illegal_moves,prob0
1,-41.65544128417969,-31.272727272727273,1.1272727272727272,0.0,9.145454545454545,55.0,503.0,172.0,0.0
100,-1.0619771978747325,-0.43348398321343634,1.2646937432991172,0.0,4.637085537505531,110.9090909090909,503.2121212121212,3.01010101010101,0.0
200,-0.1174431863729842,0.0,1.2535406933350848,0.0,4.267106977266433,117.96,503.0,0.0,0.0
300,-0.0331571327290294,0.0,1.2626000470810697,0.0,4.268140254247441,117.85,502.6,0.0,0.0
400,-0.016466690699453466,0.0,1.2533600678470909,0.0,4.259905920488869,118.13,502.78,0.0,0.0
500,-0.0045424014274613005,0.0,1.2547514823309949,0.0,4.2559290596217405,118.2,502.74,0.0,0.0
600,-0.01213405698283168,0.0,1.2534621387005545,0.0,4.25677942391826,118.23,502.89,0.0,0.0
700,-0.004278085161931813,0.0,1.2630828457289311,0.0,4.264266580290505,118.01,502.86,0.0,0.0
800,-0.0525253782713844,0.0,1.2585168556478779,0.0,4.262475727232206,118.0,502.61,0.0,0.0
900,-0.028754536606079455,0.0,1.267644499528539,0.0,4.267895246117811,117.92,502.78,0.0,0.0
1000,-0.0002843464504712756,0.0,1.2620294505479583,0.0,4.262113484161405,118.16,503.24,0.0,0.0
1100,-0.00044562469895481627,0.0,1.2664250993901331,0.0,4.266425099390133,118.0,502.94,0.0,0.0
1200,-3.845199225906981e-06,0.0,1.250941354753216,0.0,4.250941354753216,118.39,502.84,0.0,0.0
1300,-0.0002783679369258607,0.0,1.2663379613044745,0.0,4.266426456879696,117.92,502.72,0.0,0.0
1400,-3.0106160352261212e-06,0.0,1.2548904609314,0.0,4.2548904609314,118.36,503.27,0.0,0.0
1500,-3.2369190853387407e-06,0.0,1.2520639432521594,0.0,4.25206394325216,118.3,502.73,0.0,0.0
1600,-0.0005507031099614324,0.0,1.2531002690298425,0.0,4.253100269029842,118.26,502.6,0.0,0.0
1700,-0.00024891774094726316,0.0,1.27634704065241,0.0,4.276347040652411,117.6,502.54,0.0,0.0
1800,-5.787814316704498e-07,0.0,1.2465757902601378,0.0,4.246575790260137,118.45,502.66,0.0,0.0
1900,-5.885754157475276e-07,0.0,1.2410504407893834,0.0,4.241050440789383,118.68,502.92,0.0,0.0
2000,-6.198201930374126e-07,0.0,1.2744339560388245,0.0,4.274433956038825,117.68,502.67,0.0,0.0
2100,-6.170571307961837e-07,0.0,1.2731156226019265,0.0,4.273115622601925,117.7,502.64,0.0,0.0
2200,-6.627635343647853e-07,0.0,1.2707539528670961,0.0,4.270753952867096,117.91,503.17,0.0,0.0
2300,-6.89402573073039e-07,0.0,1.2599788554689058,0.0,4.259978855468906,118.09,502.69,0.0,0.0
