epoch,loss_pi,loss_vf,returns,fireworks,scores,lives,epi_length,num_epis,batch_size,illegal_moves,epsilon,entropy,avg_probs,avg_value,avg_target
1504300,-0.015367574761245017,4.102783960454604,41.98039143598617,20.56098615916955,20.29314446366782,2.280817474048443,64.84007352941177,16.029411764705884,1039.264705882353,0.0,0.0,0.06345615700325545,"[0.06737089 0.06765481 0.01078573 0.00816254 0.15413566 0.06051526
 0.10885013 0.00582119 0.01658914 0.13623326 0.36388135]",15.450200080871582,15.09952449798584
1504400,-0.01110666220280109,3.2555316483974455,42.31618970588236,20.66044117647059,20.509338235294116,2.250110294117647,64.5077205882353,16.02,1033.35,0.01,0.0,0.06350888270884752,"[0.05439212 0.07544308 0.00467542 0.00602015 0.15447989 0.05608371
 0.12215108 0.00477238 0.02036123 0.13138987 0.3702311 ]",15.61445140838623,15.925387382507324
1504500,-0.01033765534812119,2.8396670389175416,42.239027941176474,20.57172794117647,20.505661764705884,2.3245588235294115,64.58345588235294,16.03,1035.2,0.0,0.0,0.06421224351972342,"[0.04972009 0.08107892 0.01022485 0.00534748 0.15109512 0.05512249
 0.12258705 0.009835   0.02061122 0.14196298 0.3524148 ]",15.510992050170898,16.036773681640625
1504600,-0.011353426935093011,3.30604900598526,42.17758088235295,20.618382352941175,20.417683823529412,2.1844117647058825,64.51838235294117,16.03,1034.14,0.0,0.0,0.06294795371592045,"[0.05925908 0.087978   0.00984863 0.00132303 0.15103258 0.05977494
 0.10775312 0.00682977 0.02108168 0.12846926 0.3666499 ]",15.636948585510254,15.578231811523438
1504700,-0.013050892830942757,2.9968872904777526,42.18452715686275,20.565397058823528,20.44741911764706,2.3567769607843134,64.85549019607843,16.01,1038.27,0.0,0.0,0.06196911614388227,"[0.0484653  0.10958464 0.00262747 0.00682827 0.14447317 0.05633663
 0.10162617 0.00826035 0.02180406 0.13396066 0.36603332]",15.117928504943848,15.278924942016602
1504800,-0.011465014750137925,3.3455585289001464,39.850196323529445,20.681948529411766,20.62779411764706,2.4500367647058825,67.21779411764706,15.92,1039.08,10.37,0.0,0.06100210146978498,"[0.04855808 0.09557857 0.00313122 0.00301619 0.15783817 0.05801851
 0.10787254 0.00963752 0.02507358 0.12414895 0.36712667]",15.496502876281738,15.324897766113281
1504900,-0.012390568733972032,2.3525302171707154,42.607912500000005,20.715,20.69625,2.469375,64.465625,16.0,1031.45,0.02,0.0,0.0590670795366168,"[0.05063437 0.10123271 0.00114572 0.00506728 0.1516572  0.05300204
 0.10937855 0.00860527 0.02488311 0.12616378 0.36823   ]",15.23313045501709,15.119511604309082
1505000,-0.012594510780763813,2.861976236104965,42.17333823529413,20.553051470588233,20.46095588235294,2.393860294117647,64.3352205882353,16.02,1030.6,0.02,0.0,0.06011532712727785,"[0.04892837 0.09340589 0.0112112  0.00347837 0.15414132 0.05526958
 0.10785889 0.00643546 0.01816444 0.12367614 0.37743032]",14.868545532226562,14.658926010131836
1505100,-0.012042759920586833,2.9544830179214476,42.11583676470588,20.539007352941177,20.430220588235294,2.3187867647058824,64.04529411764706,16.04,1027.17,0.02,0.0,0.061361426562070845,"[0.06597386 0.08572332 0.01082086 0.00516897 0.14721872 0.0575146
 0.0934931  0.01520217 0.02256435 0.12749007 0.36883   ]",15.825081825256348,15.588800430297852
1505200,-0.011545985322445631,2.5684051263332366,42.47210073529413,20.66033088235294,20.638566176470587,2.4800367647058823,64.31121323529412,16.01,1029.59,0.17,0.0,0.06146638683974743,"[0.0415551  0.09148993 0.00788521 0.00732347 0.16220535 0.05297661
 0.09929002 0.0113559  0.01411986 0.13742903 0.3743695 ]",16.175621032714844,15.8191556930542
